Category|LocalAuthority|Time|Season|Light|Tip1|Tip2|Tip3|Tip4
Foot|Frankston|Morning|Winter|Red|1,487 assaults in Frankston in 2014 (10.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Glen Eira|Morning|Winter|Green|444 assaults in Glen Eira in 2014 (3.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Dandenong|Morning|Winter|Red|2,144 assaults in Greater Dandenong in 2014 (14.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Kingston|Morning|Winter|Amber|983 assaults in Kingston in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mornington Peninsula|Morning|Winter|Amber|1,120 assaults in Mornington Peninsula in 2014 (7.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Port Phillip|Morning|Winter|Red|1,111 assaults in Port Phillip in 2014 (10.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Stonnington|Morning|Winter|Green|679 assaults in Stonnington in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Ararat|Morning|Winter|Red|278 assaults in Ararat in 2014 (23.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Ballarat|Morning|Winter|Red|1,428 assaults in Ballarat in 2014 (13.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Buloke|Morning|Winter|Green|38 assaults in Buloke in 2014 (6.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Campaspe|Morning|Winter|Red|392 assaults in Campaspe in 2014 (10.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Central Goldfields|Morning|Winter|Red|197 assaults in Central Goldfields in 2014 (15.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Colac-Otway|Morning|Winter|Red|247 assaults in Colac-Otway in 2014 (11.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Corangamite|Morning|Winter|Amber|157 assaults in Corangamite in 2014 (9.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Gannawarra|Morning|Winter|Amber|86 assaults in Gannawarra in 2014 (8.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Glenelg|Morning|Winter|Red|266 assaults in Glenelg in 2014 (13.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Golden Plains|Morning|Winter|Green|63 assaults in Golden Plains in 2014 (3.0 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Bendigo|Morning|Winter|Amber|1,049 assaults in Greater Bendigo in 2014 (9.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Geelong|Morning|Winter|Amber|1,974 assaults in Greater Geelong in 2014 (8.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Hepburn|Morning|Winter|Green|94 assaults in Hepburn in 2014 (6.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Hindmarsh|Morning|Winter|Amber|43 assaults in Hindmarsh in 2014 (7.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Horsham|Morning|Winter|Red|367 assaults in Horsham in 2014 (18.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Loddon|Morning|Winter|Amber|49 assaults in Loddon in 2014 (6.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Macedon Ranges|Morning|Winter|Green|254 assaults in Macedon Ranges in 2014 (5.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mildura|Morning|Winter|Red|711 assaults in Mildura in 2014 (13.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moorabool|Morning|Winter|Green|201 assaults in Moorabool in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mount Alexander|Morning|Winter|Red|238 assaults in Mount Alexander in 2014 (12.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moyne|Morning|Winter|Red|228 assaults in Moyne in 2014 (13.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Northern Grampians|Morning|Winter|Red|154 assaults in Northern Grampians in 2014 (13.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Pyrenees|Morning|Winter|Red|76 assaults in Pyrenees in 2014 (10.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Queenscliffe|Morning|Winter|Green|6 assaults in Queenscliffe in 2014 (1.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Southern Grampians|Morning|Winter|Amber|155 assaults in Southern Grampians in 2014 (9.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Surf Coast|Morning|Winter|Green|112 assaults in Surf Coast in 2014 (3.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Swan Hill|Morning|Winter|Red|318 assaults in Swan Hill in 2014 (15.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Warrnambool|Morning|Winter|Amber|330 assaults in Warrnambool in 2014 (9.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|West Wimmera|Morning|Winter|Red|59 assaults in West Wimmera in 2014 (14.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Yarriambiack|Morning|Winter|Amber|60 assaults in Yarriambiack in 2014 (8.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Banyule|Night|Autumn|Red|921 assaults in Banyule in 2014 (7.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Brimbank|Night|Autumn|Red|1,771 assaults in Brimbank in 2014 (8.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Darebin|Night|Autumn|Red|1,183 assaults in Darebin in 2014 (7.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Hobsons Bay|Night|Autumn|Red|769 assaults in Hobsons Bay in 2014 (8.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Hume|Night|Autumn|Red|2,045 assaults in Hume in 2014 (10.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Maribyrnong|Night|Autumn|Red|693 assaults in Maribyrnong in 2014 (8.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Melbourne|Night|Autumn|Red|3,032 assaults in Melbourne in 2014 (23.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Melton|Night|Autumn|Red|1,121 assaults in Melton in 2014 (8.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moonee Valley|Night|Autumn|Red|797 assaults in Moonee Valley in 2014 (6.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moreland|Night|Autumn|Red|1,241 assaults in Moreland in 2014 (7.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Nillumbik|Night|Autumn|Amber|288 assaults in Nillumbik in 2014 (4.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Whittlesea|Night|Autumn|Red|1,478 assaults in Whittlesea in 2014 (7.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Wyndham|Night|Autumn|Amber|1,267 assaults in Wyndham in 2014 (6.0 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Yarra|Night|Autumn|Red|995 assaults in Yarra in 2014 (11.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Alpine|Night|Autumn|Red|78 assaults in Alpine in 2014 (6.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Bass Coast|Night|Autumn|Red|395 assaults in Bass Coast in 2014 (12.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Baw Baw|Night|Autumn|Red|492 assaults in Baw Baw in 2014 (10.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Benalla|Night|Autumn|Red|231 assaults in Benalla in 2014 (16.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Boroondara|Night|Autumn|Amber|430 assaults in Boroondara in 2014 (2.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|East Gippsland|Night|Autumn|Red|697 assaults in East Gippsland in 2014 (15.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Greater Shepparton|Night|Autumn|Red|947 assaults in Greater Shepparton in 2014 (14.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Indigo|Night|Autumn|Amber|79 assaults in Indigo in 2014 (5.1 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Knox|Night|Autumn|Red|1,147 assaults in Knox in 2014 (7.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Latrobe|Night|Autumn|Red|1,745 assaults in Latrobe in 2014 (23.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Manningham|Night|Autumn|Amber|390 assaults in Manningham in 2014 (3.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Mansfield|Night|Autumn|Red|59 assaults in Mansfield in 2014 (7.1 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Maroondah|Night|Autumn|Red|807 assaults in Maroondah in 2014 (7.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Mitchell|Night|Autumn|Red|537 assaults in Mitchell in 2014 (13.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moira|Night|Autumn|Red|277 assaults in Moira in 2014 (9.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Monash|Night|Autumn|Amber|815 assaults in Monash in 2014 (4.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Murrindindi|Night|Autumn|Red|90 assaults in Murrindindi in 2014 (6.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|South Gippsland|Night|Autumn|Red|238 assaults in South Gippsland in 2014 (8.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Strathbogie|Night|Autumn|Red|74 assaults in Strathbogie in 2014 (7.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Towong|Night|Autumn|Amber|37 assaults in Towong in 2014 (6.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Wangaratta|Night|Autumn|Red|283 assaults in Wangaratta in 2014 (10.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Wellington|Night|Autumn|Red|710 assaults in Wellington in 2014 (16.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Whitehorse|Night|Autumn|Amber|836 assaults in Whitehorse in 2014 (5.0 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Wodonga|Night|Autumn|Red|567 assaults in Wodonga in 2014 (14.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Yarra Ranges|Night|Autumn|Amber|895 assaults in Yarra Ranges in 2014 (5.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Bayside|Night|Autumn|Amber|435 assaults in Bayside in 2014 (4.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Cardinia|Night|Autumn|Red|717 assaults in Cardinia in 2014 (7.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Casey|Night|Autumn|Red|2,499 assaults in Casey in 2014 (8.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Frankston|Night|Autumn|Red|1,487 assaults in Frankston in 2014 (10.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Glen Eira|Night|Autumn|Amber|444 assaults in Glen Eira in 2014 (3.1 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Greater Dandenong|Night|Autumn|Red|2,144 assaults in Greater Dandenong in 2014 (14.1 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Kingston|Night|Autumn|Red|983 assaults in Kingston in 2014 (6.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Mornington Peninsula|Night|Autumn|Red|1,120 assaults in Mornington Peninsula in 2014 (7.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Port Phillip|Night|Autumn|Red|1,111 assaults in Port Phillip in 2014 (10.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Stonnington|Night|Autumn|Amber|679 assaults in Stonnington in 2014 (6.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Ararat|Night|Autumn|Red|278 assaults in Ararat in 2014 (23.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Ballarat|Night|Autumn|Red|1,428 assaults in Ballarat in 2014 (13.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Buloke|Night|Autumn|Amber|38 assaults in Buloke in 2014 (6.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Campaspe|Night|Autumn|Red|392 assaults in Campaspe in 2014 (10.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Central Goldfields|Night|Autumn|Red|197 assaults in Central Goldfields in 2014 (15.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Colac-Otway|Night|Autumn|Red|247 assaults in Colac-Otway in 2014 (11.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Corangamite|Night|Autumn|Red|157 assaults in Corangamite in 2014 (9.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Gannawarra|Night|Autumn|Red|86 assaults in Gannawarra in 2014 (8.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Glenelg|Night|Autumn|Red|266 assaults in Glenelg in 2014 (13.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Golden Plains|Night|Autumn|Amber|63 assaults in Golden Plains in 2014 (3.0 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Greater Bendigo|Night|Autumn|Red|1,049 assaults in Greater Bendigo in 2014 (9.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Greater Geelong|Night|Autumn|Red|1,974 assaults in Greater Geelong in 2014 (8.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Hepburn|Night|Autumn|Amber|94 assaults in Hepburn in 2014 (6.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Hindmarsh|Night|Autumn|Red|43 assaults in Hindmarsh in 2014 (7.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Horsham|Night|Autumn|Red|367 assaults in Horsham in 2014 (18.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Loddon|Night|Autumn|Red|49 assaults in Loddon in 2014 (6.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Macedon Ranges|Night|Autumn|Amber|254 assaults in Macedon Ranges in 2014 (5.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Mildura|Night|Autumn|Red|711 assaults in Mildura in 2014 (13.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moorabool|Night|Autumn|Amber|201 assaults in Moorabool in 2014 (6.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Mount Alexander|Night|Autumn|Red|238 assaults in Mount Alexander in 2014 (12.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moyne|Night|Autumn|Red|228 assaults in Moyne in 2014 (13.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Northern Grampians|Night|Autumn|Red|154 assaults in Northern Grampians in 2014 (13.1 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Pyrenees|Night|Autumn|Red|76 assaults in Pyrenees in 2014 (10.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Queenscliffe|Night|Autumn|Amber|6 assaults in Queenscliffe in 2014 (1.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Southern Grampians|Night|Autumn|Red|155 assaults in Southern Grampians in 2014 (9.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Surf Coast|Night|Autumn|Amber|112 assaults in Surf Coast in 2014 (3.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Swan Hill|Night|Autumn|Red|318 assaults in Swan Hill in 2014 (15.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Warrnambool|Night|Autumn|Red|330 assaults in Warrnambool in 2014 (9.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|West Wimmera|Night|Autumn|Red|59 assaults in West Wimmera in 2014 (14.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Yarriambiack|Night|Autumn|Red|60 assaults in Yarriambiack in 2014 (8.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Banyule|Night|Spring|Red|921 assaults in Banyule in 2014 (7.3 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Brimbank|Night|Spring|Red|1,771 assaults in Brimbank in 2014 (8.9 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Darebin|Night|Spring|Red|1,183 assaults in Darebin in 2014 (7.8 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Hobsons Bay|Night|Spring|Red|769 assaults in Hobsons Bay in 2014 (8.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Hume|Night|Spring|Red|2,045 assaults in Hume in 2014 (10.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Maribyrnong|Night|Spring|Red|693 assaults in Maribyrnong in 2014 (8.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Melbourne|Night|Spring|Red|3,032 assaults in Melbourne in 2014 (23.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Melton|Night|Spring|Red|1,121 assaults in Melton in 2014 (8.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moonee Valley|Night|Spring|Red|797 assaults in Moonee Valley in 2014 (6.7 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Moreland|Night|Spring|Red|1,241 assaults in Moreland in 2014 (7.4 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Nillumbik|Night|Spring|Amber|288 assaults in Nillumbik in 2014 (4.6 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Whittlesea|Night|Spring|Red|1,478 assaults in Whittlesea in 2014 (7.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Wyndham|Night|Spring|Amber|1,267 assaults in Wyndham in 2014 (6.0 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Yarra|Night|Spring|Red|995 assaults in Yarra in 2014 (11.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Alpine|Night|Spring|Red|78 assaults in Alpine in 2014 (6.5 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
Foot|Bass Coast|Night|Spring|Red|395 assaults in Bass Coast in 2014 (12.2 for every 1,000 residents)|Try the new 'Path to Safety' app to walk around more safely|Keep to busy well lit areas at night|Always know where the near by transport hubs are
