Category|LocalAuthority|Time|Season|Light|Tip1|Tip2|Tip3|Tip4
Vehicle|Pyrenees|Morning|Summer|Amber|Pyrenees is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Queenscliffe|Morning|Summer|Amber|Queenscliffe is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Southern Grampians|Morning|Summer|Red|Southern Grampians is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Surf Coast|Morning|Summer|Green|Surf Coast is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Swan Hill|Morning|Summer|Green|Swan Hill is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Warrnambool|Morning|Summer|Amber|Warrnambool is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|West Wimmera|Morning|Summer|Green|West Wimmera is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Yarriambiack|Morning|Summer|Green|Yarriambiack is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Banyule|Afternoon|Summer|Red|Banyule is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Brimbank|Afternoon|Summer|Amber|Brimbank is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Darebin|Afternoon|Summer|Green|Darebin is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Hobsons Bay|Afternoon|Summer|Green|Hobsons Bay is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Hume|Afternoon|Summer|Green|Hume is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Maribyrnong|Afternoon|Summer|Green|Maribyrnong is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Melbourne|Afternoon|Summer|Green|Melbourne is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Melton|Afternoon|Summer|Green|Melton is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Moonee Valley|Afternoon|Summer|Amber|Moonee Valley is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moreland|Afternoon|Summer|Green|Moreland is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Nillumbik|Afternoon|Summer|Red|Nillumbik is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Whittlesea|Afternoon|Summer|Amber|Whittlesea is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Wyndham|Afternoon|Summer|Green|Wyndham is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Yarra|Afternoon|Summer|Amber|Yarra is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Alpine|Afternoon|Summer|Red|Alpine is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Bass Coast|Afternoon|Summer|Green|Bass Coast is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Baw Baw|Afternoon|Summer|Green|Baw Baw is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Benalla|Afternoon|Summer|Red|Benalla is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Boroondara|Afternoon|Summer|Green|Boroondara is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|East Gippsland|Afternoon|Summer|Green|East Gippsland is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Greater Shepparton|Afternoon|Summer|Amber|Greater Shepparton is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Indigo|Afternoon|Summer|Amber|Indigo is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Knox|Afternoon|Summer|Green|Knox is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Latrobe|Afternoon|Summer|Amber|Latrobe is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Manningham|Afternoon|Summer|Amber|Manningham is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Mansfield|Afternoon|Summer|Green|Mansfield is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Maroondah|Afternoon|Summer|Green|Maroondah is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mitchell|Afternoon|Summer|Green|Mitchell is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Moira|Afternoon|Summer|Red|Moira is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Monash|Afternoon|Summer|Amber|Monash is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Murrindindi|Afternoon|Summer|Red|Murrindindi is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|South Gippsland|Afternoon|Summer|Amber|South Gippsland is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Strathbogie|Afternoon|Summer|Amber|Strathbogie is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Towong|Afternoon|Summer|Amber|Towong is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Wangaratta|Afternoon|Summer|Green|Wangaratta is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Wellington|Afternoon|Summer|Green|Wellington is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Whitehorse|Afternoon|Summer|Green|Whitehorse is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Wodonga|Afternoon|Summer|Green|Wodonga is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Yarra Ranges|Afternoon|Summer|Amber|Yarra Ranges is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Bayside|Afternoon|Summer|Green|Bayside is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Cardinia|Afternoon|Summer|Green|Cardinia is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Casey|Afternoon|Summer|Amber|Casey is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Frankston|Afternoon|Summer|Amber|Frankston is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Glen Eira|Afternoon|Summer|Amber|Glen Eira is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Greater Dandenong|Afternoon|Summer|Red|Greater Dandenong is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Kingston|Afternoon|Summer|Amber|Kingston is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Mornington Peninsula|Afternoon|Summer|Amber|Mornington Peninsula is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Port Phillip|Afternoon|Summer|Amber|Port Phillip is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Stonnington|Afternoon|Summer|Amber|Stonnington is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Ararat|Afternoon|Summer|Amber|Ararat is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Ballarat|Afternoon|Summer|Amber|Ballarat is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Buloke|Afternoon|Summer|Amber|Buloke is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Campaspe|Afternoon|Summer|Amber|Campaspe is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Central Goldfields|Afternoon|Summer|Red|Central Goldfields is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Colac-Otway|Afternoon|Summer|Amber|Colac-Otway is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Corangamite|Afternoon|Summer|Red|Corangamite is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Gannawarra|Afternoon|Summer|Green|Gannawarra is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Glenelg|Afternoon|Summer|Green|Glenelg is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Golden Plains|Afternoon|Summer|Green|Golden Plains is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Greater Bendigo|Afternoon|Summer|Red|Greater Bendigo is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Greater Geelong|Afternoon|Summer|Amber|Greater Geelong is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Hepburn|Afternoon|Summer|Green|Hepburn is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Hindmarsh|Afternoon|Summer|Amber|Hindmarsh is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Horsham|Afternoon|Summer|Green|Horsham is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Loddon|Afternoon|Summer|Amber|Loddon is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Macedon Ranges|Afternoon|Summer|Red|Macedon Ranges is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mildura|Afternoon|Summer|Green|Mildura is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Moorabool|Afternoon|Summer|Red|Moorabool is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Mount Alexander|Afternoon|Summer|Amber|Mount Alexander is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moyne|Afternoon|Summer|Amber|Moyne is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Northern Grampians|Afternoon|Summer|Green|Northern Grampians is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Pyrenees|Afternoon|Summer|Green|Pyrenees is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Queenscliffe|Afternoon|Summer|Red|Queenscliffe is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Southern Grampians|Afternoon|Summer|Green|Southern Grampians is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Surf Coast|Afternoon|Summer|Green|Surf Coast is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Swan Hill|Afternoon|Summer|Red|Swan Hill is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Warrnambool|Afternoon|Summer|Green|Warrnambool is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|West Wimmera|Afternoon|Summer|Amber|West Wimmera is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Yarriambiack|Afternoon|Summer|Green|Yarriambiack is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Banyule|Evening|Summer|Green|Banyule is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Brimbank|Evening|Summer|Red|Brimbank is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Darebin|Evening|Summer|Amber|Darebin is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Hobsons Bay|Evening|Summer|Amber|Hobsons Bay is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Hume|Evening|Summer|Green|Hume is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Maribyrnong|Evening|Summer|Green|Maribyrnong is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Melbourne|Evening|Summer|Green|Melbourne is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Melton|Evening|Summer|Red|Melton is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moonee Valley|Evening|Summer|Green|Moonee Valley is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Moreland|Evening|Summer|Green|Moreland is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Nillumbik|Evening|Summer|Red|Nillumbik is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Whittlesea|Evening|Summer|Red|Whittlesea is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Wyndham|Evening|Summer|Green|Wyndham is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Yarra|Evening|Summer|Green|Yarra is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Alpine|Evening|Summer|Amber|Alpine is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Bass Coast|Evening|Summer|Red|Bass Coast is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Baw Baw|Evening|Summer|Red|Baw Baw is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Benalla|Evening|Summer|Red|Benalla is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Boroondara|Evening|Summer|Green|Boroondara is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|East Gippsland|Evening|Summer|Amber|East Gippsland is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Greater Shepparton|Evening|Summer|Red|Greater Shepparton is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Indigo|Evening|Summer|Green|Indigo is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Knox|Evening|Summer|Green|Knox is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Latrobe|Evening|Summer|Red|Latrobe is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Manningham|Evening|Summer|Amber|Manningham is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mansfield|Evening|Summer|Green|Mansfield is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Maroondah|Evening|Summer|Amber|Maroondah is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Mitchell|Evening|Summer|Red|Mitchell is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moira|Evening|Summer|Amber|Moira is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Monash|Evening|Summer|Green|Monash is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Murrindindi|Evening|Summer|Red|Murrindindi is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|South Gippsland|Evening|Summer|Amber|South Gippsland is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Strathbogie|Evening|Summer|Amber|Strathbogie is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Towong|Evening|Summer|Green|Towong is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Wangaratta|Evening|Summer|Green|Wangaratta is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Wellington|Evening|Summer|Amber|Wellington is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Whitehorse|Evening|Summer|Green|Whitehorse is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Wodonga|Evening|Summer|Green|Wodonga is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Yarra Ranges|Evening|Summer|Red|Yarra Ranges is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Bayside|Evening|Summer|Red|Bayside is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Cardinia|Evening|Summer|Green|Cardinia is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Casey|Evening|Summer|Amber|Casey is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Frankston|Evening|Summer|Amber|Frankston is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Glen Eira|Evening|Summer|Amber|Glen Eira is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Greater Dandenong|Evening|Summer|Amber|Greater Dandenong is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Kingston|Evening|Summer|Amber|Kingston is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mornington Peninsula|Evening|Summer|Red|Mornington Peninsula is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Port Phillip|Evening|Summer|Green|Port Phillip is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Stonnington|Evening|Summer|Red|Stonnington is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Ararat|Evening|Summer|Red|Ararat is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Ballarat|Evening|Summer|Green|Ballarat is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Buloke|Evening|Summer|Green|Buloke is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Campaspe|Evening|Summer|Amber|Campaspe is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Central Goldfields|Evening|Summer|Green|Central Goldfields is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Colac-Otway|Evening|Summer|Green|Colac-Otway is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Corangamite|Evening|Summer|Green|Corangamite is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
